week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score
8,2023102909,3065,Jaxon Smith-Njigba,SEA,CLE,I,2,OUT,01:35,3,2,81.194284112779
8,2023102909,470,Amari Cooper,CLE,SEA,C,20,HITCH,08:29,3,2,77.96778890147097
8,2023102910,1645,Odell Beckham,BAL,ARI,I,15,GO,04:53,2,2,83.28660012422662
8,2023102910,2321,Trey McBride,ARI,BAL,I,20,POST,11:24,1,2,79.4931771258378
8,2023102910,2524,Odell Beckham,BAL,ARI,I,21,GO,07:32,3,2,74.56136551054404
8,2023102910,2829,Trey McBride,ARI,BAL,IN,14,CROSS,01:51,1,2,82.53196606264889
8,2023102910,3503,Michael Wilson,ARI,BAL,I,12,GO,07:13,1,2,81.68378538553655
8,2023102910,638,Rashod Bateman,BAL,ARI,C,29,CORNER,04:39,1,2,83.27518275074694
8,2023102911,1317,Travis Kelce,KC,DEN,IN,18,POST,10:09,1,2,81.486084484413
8,2023102911,1655,Jerry Jeudy,DEN,KC,I,39,GO,04:19,1,2,72.52050651872366
8,2023102911,1678,Courtland Sutton,DEN,KC,I,4,SLANT,04:12,2,2,83.29607062209156
8,2023102911,1942,Travis Kelce,KC,DEN,C,7,HITCH,01:35,1,2,83.28166735818921
8,2023102911,3590,Jerick McKinnon,KC,DEN,I,1,FLAT,08:47,2,2,83.33185803655645
8,2023102911,3666,Noah Gray,KC,DEN,C,6,HITCH,08:14,2,2,83.12460084099074
8,2023102912,243,Ja'Marr Chase,CIN,SF,I,5,IN,11:33,2,2,62.91510534070406
8,2023102912,266,Tee Higgins,CIN,SF,C,7,HITCH,11:29,3,2,83.31697332173803
8,2023102912,2837,Ja'Marr Chase,CIN,SF,I,6,IN,13:29,3,2,83.29745511162237
8,2023102912,2954,Brandon Aiyuk,SF,CIN,IN,13,IN,13:17,1,2,82.50362354039879
8,2023102913,1544,Velus Jones Jr.,CHI,LAC,I,40,GO,05:22,2,2,79.27728178052465
8,2023102913,222,Keenan Allen,LAC,CHI,C,4,HITCH,12:12,2,2,77.82321925272299
8,2023102913,3553,Tyler Scott,CHI,LAC,I,39,GO,11:38,1,2,83.13743820072244
8,2023102913,482,Velus Jones Jr.,CHI,LAC,C,4,HITCH,07:08,1,2,82.79586505158652
8,2023102913,542,Khari Blasingame,CHI,LAC,I,3,FLAT,06:08,2,2,79.7645156545624
8,2023102913,588,Cole Kmet,CHI,LAC,C,13,OUT,06:01,3,2,75.60308504548347
8,2023103000,2506,Amon-Ra St. Brown,DET,LV,I,4,HITCH,10:41,1,2,77.78867703066959
8,2023103000,3036,Michael Mayer,LV,DET,C,17,CROSS,03:13,1,2,82.80587516911793
8,2023103000,465,Josh Jacobs,LV,DET,I,-4,FLAT,07:20,1,2,80.87547937862747
8,2023103000,829,Hunter Renfrow,LV,DET,I,27,HITCH,02:36,4,2,80.85049949649752
9,2023110200,1258,George Pickens,PIT,TEN,I,5,SLANT,13:25,2,2,83.33322581104244
9,2023110200,2403,Najee Harris,PIT,TEN,C,1,FLAT,11:15,3,2,81.72513789490951
9,2023110200,2782,DeAndre Hopkins,TEN,PIT,I,25,GO,05:12,2,2,83.3333295422929
9,2023110200,4038,DeAndre Hopkins,TEN,PIT,I,18,GO,01:44,1,2,83.331979799164
9,2023110500,1313,Jaylen Waddle,MIA,KC,I,36,CORNER,11:50,1,2,83.29473780508327
9,2023110500,2313,Cedrick Wilson Jr.,MIA,KC,I,14,GO,14:01,2,2,83.31353561289329
9,2023110501,1101,Damiere Byrd,ATL,MIN,I,28,CROSS,13:28,2,2,79.40983123562889
9,2023110501,3055,T.J. Hockenson,MIN,ATL,I,3,SLANT,04:14,2,2,83.33333333333333
9,2023110501,414,Kyle Pitts,ATL,MIN,I,13,OUT,07:16,3,2,82.57690286219638
9,2023110501,4550,KhaDarel Hodge,ATL,MIN,I,26,CORNER,00:15,2,2,83.16588894469211
9,2023110502,1001,Mark Andrews,BAL,SEA,C,5,HITCH,14:19,1,2,75.59778742740995
9,2023110502,1176,Tyler Lockett,SEA,BAL,IN,27,GO,12:11,3,2,82.84688248637876
9,2023110502,1716,DK Metcalf,SEA,BAL,C,23,POST,02:39,1,2,82.86712551226908
9,2023110502,2322,Justice Hill,BAL,SEA,I,25,WHEEL,13:36,2,2,71.20583841015791
9,2023110502,2435,Kenneth Walker III,SEA,BAL,I,1,FLAT,12:04,2,2,81.98806185537408
9,2023110502,3603,Odell Beckham,BAL,SEA,C,6,OUT,08:19,3,2,75.0709752437844
9,2023110503,1864,Marquise Goodwin,CLE,ARI,I,40,CORNER,01:24,2,3,100.00000000000004
9,2023110503,1931,Jordan Akins,CLE,ARI,I,4,HITCH,01:15,1,2,79.74730675078632
9,2023110503,2313,Marquise Brown,ARI,CLE,I,8,SLANT,12:43,3,3,100
9,2023110503,2809,Marquise Brown,ARI,CLE,I,7,SLANT,05:53,3,2,83.31854796646043
9,2023110503,3495,Amari Cooper,CLE,ARI,C,39,GO,08:41,3,3,100.00000000000004
9,2023110504,3150,Puka Nacua,LA,GB,I,14,HITCH,00:46,2,2,83.33326484170084
9,2023110504,3596,Puka Nacua,LA,GB,I,3,OUT,09:08,1,2,82.49435362536876
9,2023110504,4025,Cooper Kupp,LA,GB,I,42,GO,03:08,2,2,74.08821494490823
9,2023110505,203,Cade Otton,TB,HOU,I,-1,FLAT,13:40,2,2,83.1517214848063
9,2023110505,2174,Chris Godwin Jr.,TB,HOU,I,23,CROSS,14:28,1,2,83.11703497211082
9,2023110505,2499,Cade Otton,TB,HOU,I,2,OUT,10:53,1,2,83.33322200238655
9,2023110505,3145,Nico Collins,HOU,TB,I,9,GO,14:20,3,2,83.33328456216688
9,2023110505,3607,Dalton Schultz,HOU,TB,I,11,CORNER,08:55,3,2,82.70131317623152
9,2023110505,4222,Cade Otton,TB,HOU,C,14,GO,00:49,1,2,80.65037931363315
9,2023110505,446,Nico Collins,HOU,TB,C,6,SLANT,09:14,1,2,83.33043517642801
9,2023110506,1402,Jahan Dotson,WAS,NE,C,20,HITCH,08:45,2,2,79.42140334510114
9,2023110506,1980,Dyami Brown,WAS,NE,I,21,GO,00:59,1,2,83.25459357340405
9,2023110506,321,DeMario Douglas,NE,WAS,I,3,SLANT,10:02,1,2,83.33332984352964
9,2023110507,1651,Cole Kmet,CHI,NO,C,0,CROSS,02:50,1,2,83.31097137322317
9,2023110507,3569,Tyler Scott,CHI,NO,IN,17,IN,05:14,3,2,69.35679841973857
9,2023110508,2826,Adam Thielen,CAR,IND,I,10,HITCH,05:24,1,2,71.494070238439
9,2023110508,3988,Hayden Hurst,CAR,IND,IN,19,POST,04:36,2,2,83.18620881607201
9,2023110508,519,Jonathan Mingo,CAR,IND,I,9,HITCH,07:14,1,2,80.45058342328649
9,2023110509,1516,Jalin Hyatt,NYG,LV,IN,48,POST,03:53,1,2,80.95600871926605
9,2023110509,2096,Jakobi Meyers,LV,NYG,I,19,GO,12:55,2,2,80.68010438015921
9,2023110509,2276,Davante Adams,LV,NYG,I,14,CROSS,09:12,2,2,83.23483650215744
9,2023110509,427,Darius Slayton,NYG,LV,I,16,HITCH,08:28,1,2,82.70027213781711
9,2023110510,239,Dallas Goedert,PHI,DAL,I,4,FLAT,10:46,1,2,83.33332976570533
9,2023110510,2898,A.J. Brown,PHI,DAL,I,41,POST,03:16,1,2,65.272339396916
9,2023110510,3696,Brandin Cooks,DAL,PHI,I,17,HITCH,07:08,1,2,83.24150929195018
9,2023110511,1310,Deonte Harty,BUF,CIN,I,53,GO,09:07,1,2,83.29997899215378
9,2023110511,1851,Tyler Boyd,CIN,BUF,I,20,HITCH,01:54,2,2,81.43198103533159
9,2023110511,2628,Ja'Marr Chase,CIN,BUF,I,47,GO,07:30,1,2,78.37060738731692
9,2023110600,1124,Garrett Wilson,NYJ,LAC,I,32,GO,00:53,3,2,83.22153003763036
9,2023110600,1234,Joshua Kelley,LAC,NYJ,C,4,ANGLE,14:24,1,2,78.43729613757218
9,2023110600,1906,Garrett Wilson,NYJ,LAC,C,3,HITCH,04:34,1,2,83.3333314510855
9,2023110600,2270,Garrett Wilson,NYJ,LAC,I,16,POST,00:41,2,2,83.33193616967198
9,2023110600,4057,Allen Lazard,NYJ,LAC,I,4,IN,03:22,1,2,83.33333333333239
9,2023110600,4331,Tyler Conklin,NYJ,LAC,C,27,GO,01:22,4,2,83.0983622532781
9,2023110600,78,Quentin Johnston,LAC,NYJ,I,36,GO,14:25,2,2,82.31811869805688
10,2023110900,1258,Roschon Johnson,CHI,CAR,I,4,ANGLE,09:35,2,2,83.33331468825982
10,2023110900,2229,Jonathan Mingo,CAR,CHI,I,9,HITCH,15:00,1,2,68.69027465340368
10,2023110900,2274,Mike Strachan,CAR,CHI,I,20,GO,14:10,3,2,83.31686641384411
10,2023110900,2820,Adam Thielen,CAR,CHI,I,13,IN,06:33,1,2,82.81016500566092
10,2023110900,3635,Cole Kmet,CHI,CAR,I,9,CROSS,08:41,1,2,83.33300916041347
10,2023110900,4163,Darnell Mooney,CHI,CAR,C,8,IN,01:26,3,2,45.94850090380225
10,2023110900,757,DJ Moore,CHI,CAR,I,31,GO,02:52,2,2,83.22932209993125
10,2023110900,929,Adam Thielen,CAR,CHI,C,-1,FLAT,01:08,1,2,62.94697426944539
10,2023111200,1843,Michael Pittman,IND,NE,I,4,HITCH,00:36,1,2,62.3447285124289
10,2023111200,3403,Mike Gesicki,NE,IND,IN,14,CROSS,04:25,2,2,79.06429371841362
10,2023111200,3814,DeMario Douglas,NE,IND,IN,23,POST,00:36,1,3,99.99999999999996
10,2023111200,398,Mo Alie-Cox,IND,NE,I,14,GO,08:11,1,2,79.14358905922448
10,2023111201,222,David Njoku,CLE,BAL,I,8,HITCH,13:08,3,2,83.33333090525312
10,2023111201,3331,Mark Andrews,BAL,CLE,I,11,HITCH,14:06,2,4,100
10,2023111201,4237,Amari Cooper,CLE,BAL,C,17,HITCH,02:22,2,2,83.32823209339097
10,2023111202,1933,Devin Singletary,HOU,CIN,I,1,OUT,01:06,2,2,83.32063568653322
10,2023111202,870,Robert Woods,HOU,CIN,I,12,CROSS,00:35,1,2,81.74502081927531
10,2023111203,2160,Deebo Samuel Sr.,SF,JAX,C,9,CROSS,15:00,1,2,79.91972337297727
10,2023111203,221,Brandon Aiyuk,SF,JAX,C,13,CORNER,11:42,1,2,70.97166017974875
10,2023111203,2274,Calvin Ridley,JAX,SF,C,11,HITCH,13:26,2,2,81.39680656889247
10,2023111203,2536,Christian Kirk,JAX,SF,I,31,CROSS,07:48,2,2,74.90620223795909
10,2023111204,1198,T.J. Hockenson,MIN,NO,C,1,CROSS,11:02,1,2,82.66186936084638
10,2023111204,2794,Chris Olave,NO,MIN,C,11,HITCH,06:05,1,3,100
10,2023111204,3271,Juwan Johnson,NO,MIN,I,24,POST,14:55,1,2,78.11375220543243
10,2023111204,3294,Rashid Shaheed,NO,MIN,I,3,OUT,14:51,2,2,74.08333497580843
10,2023111204,3645,Brandon Powell,MIN,NO,C,14,HITCH,11:25,3,2,82.86291270293582
10,2023111204,4460,Rashid Shaheed,NO,MIN,IN,37,POST,01:56,1,2,82.21611110389267
10,2023111204,792,Juwan Johnson,NO,MIN,I,21,POST,02:11,1,2,80.639509181762
10,2023111206,1401,Nick Westbrook-Ikhine,TEN,TB,I,10,CROSS,05:39,1,2,80.32763591827812
10,2023111206,1877,Cade Otton,TB,TEN,C,5,HITCH,13:53,3,2,69.37580629593171
10,2023111206,2475,Trey Palmer,TB,TEN,C,6,OUT,04:15,1,2,68.61080874927094
10,2023111206,3374,DeAndre Hopkins,TEN,TB,I,21,GO,07:01,1,2,83.33332363979054
10,2023111207,203,Kyle Pitts,ATL,ARI,I,11,IN,12:46,3,2,75.65295055683104
10,2023111207,245,Trey McBride,ARI,ATL,C,6,OUT,12:36,1,2,82.86839847185706
10,2023111207,3498,Drake London,ATL,ARI,I,26,GO,10:39,2,2,78.99907643015065
10,2023111207,3822,Drake London,ATL,ARI,C,11,HITCH,05:21,3,2,83.33273375964694
10,2023111207,4189,Trey McBride,ARI,ATL,C,32,CORNER,00:57,2,2,82.70505982288967
10,2023111208,1146,Keenan Allen,LAC,DET,I,4,HITCH,13:09,1,2,83.32761436269736
10,2023111208,1606,Jalen Guyton,LAC,DET,I,27,GO,05:03,2,2,83.22352839034168
10,2023111208,287,Kalif Raymond,DET,LAC,I,8,HITCH,10:50,2,2,82.30106900156198
10,2023111209,1830,CeeDee Lamb,DAL,NYG,C,15,GO,01:54,1,2,82.05413413963947
10,2023111209,2762,Jalin Hyatt,NYG,DAL,IN,47,POST,04:40,1,2,81.5254889551188
10,2023111209,3202,CeeDee Lamb,DAL,NYG,C,3,HITCH,14:05,2,2,83.28709587056792
10,2023111209,3891,Daniel Bellinger,NYG,DAL,C,4,HITCH,01:15,1,2,73.61618030203819
10,2023111209,829,Darius Slayton,NYG,DAL,C,8,HITCH,03:08,2,2,82.29136692138249
10,2023111210,2204,DK Metcalf,SEA,WAS,C,12,HITCH,00:54,1,2,83.33325624893637
10,2023111210,3178,Terry McLaurin,WAS,SEA,I,7,HITCH,03:08,1,2,27.482370198790207
10,2023111210,4351,Terry McLaurin,WAS,SEA,C,5,SLANT,01:28,4,2,82.13643542282361
10,2023111210,4413,Byron Pringle,WAS,SEA,I,28,IN,01:08,2,2,62.16017536279567
10,2023111211,2523,Garrett Wilson,NYJ,LV,I,19,CROSS,10:45,1,2,80.4833837293944
10,2023111211,2681,Jakobi Meyers,LV,NYJ,C,5,HITCH,08:11,2,2,81.5101582721642
10,2023111211,3785,Allen Lazard,NYJ,LV,I,5,HITCH,03:03,1,2,83.29437632786217
10,2023111211,3890,Allen Lazard,NYJ,LV,IN,5,HITCH,01:22,2,2,83.19408686061482
10,2023111211,900,Davante Adams,LV,NYJ,IN,8,HITCH,00:36,2,2,81.9343880187715
10,2023111300,1128,Courtland Sutton,DEN,BUF,I,21,CORNER,13:41,2,2,76.65928090742639
10,2023111300,3700,Samaje Perine,DEN,BUF,C,3,ANGLE,09:33,3,2,76.91916065324365
11,2023111600,1243,Irv Smith,CIN,BAL,I,0,FLAT,12:34,2,2,80.9577745987166
11,2023111900,1318,Jonathan Mingo,CAR,DAL,I,4,HITCH,10:35,2,2,81.11546798199753
11,2023111900,2605,Adam Thielen,CAR,DAL,I,23,OUT,09:42,1,2,57.09412935068149
11,2023111900,882,Brandin Cooks,DAL,CAR,I,11,HITCH,00:39,2,2,79.26733905756292
11,2023111901,3581,David Njoku,CLE,PIT,I,1,FLAT,06:35,2,2,83.32801735211727
11,2023111901,3963,Diontae Johnson,PIT,CLE,I,40,GO,01:38,2,2,83.24764743324138
11,2023111901,4321,George Pickens,PIT,CLE,C,9,HITCH,00:02,1,2,71.29111383430102
11,2023111902,1559,DJ Moore,CHI,DET,I,18,OUT,04:25,1,2,82.42304672285763
11,2023111902,2482,Khalil Herbert,CHI,DET,C,0,FLAT,08:05,2,2,83.33333333216146
11,2023111902,381,Amon-Ra St. Brown,DET,CHI,C,8,OUT,09:23,1,2,72.46620744545427
11,2023111902,4076,Amon-Ra St. Brown,DET,CHI,C,8,OUT,00:49,1,2,82.32102598522022
11,2023111902,530,Sam LaPorta,DET,CHI,IN,13,SLANT,06:21,2,2,79.98581103752697
11,2023111902,745,DJ Moore,CHI,DET,I,44,POST,01:30,2,2,82.85352599018613
11,2023111902,883,Josh Reynolds,DET,CHI,C,11,HITCH,00:32,3,2,15.291787015245555
11,2023111902,995,Donovan Peoples-Jones,DET,CHI,IN,10,IN,14:38,1,2,83.33332751143439
11,2023111903,1129,Quentin Johnston,LAC,GB,I,37,CORNER,12:31,2,2,83.13637345009488
11,2023111903,2238,Keenan Allen,LAC,GB,I,35,GO,13:11,1,2,82.03442596807614
11,2023111903,338,Keenan Allen,LAC,GB,I,8,IN,09:46,3,3,100
11,2023111903,4310,Quentin Johnston,LAC,GB,I,35,GO,00:30,3,2,83.3333197594246
11,2023111904,1036,Robert Woods,HOU,ARI,C,7,HITCH,00:12,3,2,83.01507008074422
11,2023111904,1282,Marquise Brown,ARI,HOU,IN,50,GO,11:20,1,2,71.9392606520001
11,2023111904,1309,Tank Dell,HOU,ARI,C,17,IN,11:12,1,2,82.86283364515073
11,2023111904,1413,Tank Dell,HOU,ARI,C,14,HITCH,08:49,2,2,33.43239609245547
11,2023111904,1530,Nico Collins,HOU,ARI,IN,12,POST,06:15,2,2,81.4543846276629
11,2023111904,1865,Tank Dell,HOU,ARI,C,40,POST,00:34,1,2,81.27200183434849
11,2023111904,276,Nico Collins,HOU,ARI,I,9,HITCH,12:05,1,3,98.60119645613813
11,2023111904,3592,Greg Dortch,ARI,HOU,I,16,IN,04:23,2,2,76.88000456102802
11,2023111904,643,Nico Collins,HOU,ARI,I,4,HITCH,05:58,2,2,82.03629368088515
11,2023111904,799,Marquise Brown,ARI,HOU,C,4,HITCH,04:36,1,2,83.11669088975778
11,2023111905,469,Evan Engram,JAX,TEN,C,5,ANGLE,07:01,2,2,79.36079566644408
11,2023111906,2121,Robbie Chosen,MIA,LV,C,29,CROSS,00:05,1,2,82.9767222936535
11,2023111906,3001,Alec Ingold,MIA,LV,I,5,ANGLE,00:35,3,2,83.33323746004679
11,2023111906,838,Tyreek Hill,MIA,LV,C,16,POST,02:55,2,2,83.25366807270024
11,2023111906,863,Jaylen Waddle,MIA,LV,I,5,IN,02:13,1,2,77.0200251360116
11,2023111907,2565,John Bates,WAS,NYG,C,7,HITCH,08:44,1,2,83.32113899543614
11,2023111907,2612,Logan Thomas,WAS,NYG,I,29,GO,07:15,1,2,83.12611428790466
11,2023111907,2943,Logan Thomas,WAS,NYG,C,6,SLANT,02:12,2,2,83.33331010787876
11,2023111907,307,Dyami Brown,WAS,NYG,IN,52,POST,10:09,1,2,81.91161135638546
11,2023111907,3551,Jahan Dotson,WAS,NYG,C,11,HITCH,06:24,2,2,82.0234616392298
11,2023111908,1993,Mike Evans,TB,SF,I,43,GO,13:33,1,2,83.27253161756734
11,2023111908,2819,Rakim Jarrett,TB,SF,C,21,POST,15:00,1,2,83.30339041652371
11,2023111908,3190,Trey Palmer,TB,SF,C,3,HITCH,11:16,1,2,51.301195172095944
11,2023111908,3215,Chris Godwin Jr.,TB,SF,C,8,HITCH,10:50,2,2,83.29021309785817
11,2023111908,438,George Kittle,SF,TB,C,2,IN,08:28,2,2,83.21926031570486
11,2023111909,282,Garrett Wilson,NYJ,BUF,I,24,GO,12:17,3,2,83.24445156898129
11,2023111909,3527,Garrett Wilson,NYJ,BUF,C,4,HITCH,00:17,3,2,83.33323266841366
11,2023111909,394,Dalton Kincaid,BUF,NYJ,C,9,IN,10:55,3,2,77.62454361347493
11,2023111909,623,Quintin Morris,BUF,NYJ,I,12,OUT,06:12,2,2,83.33143694551588
11,2023111910,1295,Jake Bobo,SEA,LA,I,4,OUT,09:14,2,2,68.15827969393565
11,2023111910,1522,DK Metcalf,SEA,LA,C,33,GO,07:13,2,2,79.71291918248914
11,2023111910,3280,Demarcus Robinson,LA,SEA,C,18,HITCH,12:23,1,2,82.55918902994523
11,2023111910,3391,Tyler Higbee,LA,SEA,C,8,FLAT,09:54,2,2,82.73928739477542
11,2023111910,3721,Puka Nacua,LA,SEA,C,26,IN,06:43,1,2,78.51803164245473
11,2023111910,3793,Tutu Atwell,LA,SEA,I,12,HITCH,05:52,2,2,82.78163437947171
11,2023111910,942,Will Dissly,SEA,LA,C,4,IN,01:09,2,2,83.33333333333317
11,2023111911,1833,Jerry Jeudy,DEN,MIN,I,34,GO,00:11,3,2,81.22582948270417
11,2023111911,2457,Marvin Mims Jr.,DEN,MIN,I,43,GO,06:39,3,2,71.7768301796681
11,2023111911,3254,Jordan Addison,MIN,DEN,I,11,IN,09:30,3,2,83.22109360113488
11,2023111911,3724,Courtland Sutton,DEN,MIN,C,13,SLANT,02:27,4,2,82.94313890304107
11,2023111911,4162,K.J. Osborn,MIN,DEN,I,33,POST,00:23,4,2,78.72078468023503
11,2023112000,3695,Marquez Valdes-Scantling,KC,PHI,I,14,HITCH,05:51,2,2,75.23933465020822
11,2023112000,3982,Rashee Rice,KC,PHI,C,5,CROSS,02:49,1,2,68.91288726438222
12,2023112300,2157,Jameson Williams,DET,GB,I,36,GO,00:20,3,2,83.28950896089655
12,2023112300,2552,AJ Dillon,GB,DET,C,4,ANGLE,11:46,1,2,83.333333324695
12,2023112300,3743,Sam LaPorta,DET,GB,I,12,OUT,06:53,4,2,83.32835656726388
12,2023112301,1238,Logan Thomas,WAS,DAL,C,2,CROSS,12:10,3,2,83.33026290361163
12,2023112301,3534,Logan Thomas,WAS,DAL,I,14,OUT,09:34,1,2,80.80630110727965
12,2023112301,3831,Cole Turner,WAS,DAL,C,13,GO,05:30,3,2,38.16409826268394
12,2023112301,930,CeeDee Lamb,DAL,WAS,I,15,GO,00:57,1,2,83.29951493940368
12,2023112302,1428,Brandon Aiyuk,SF,SEA,I,19,CROSS,06:50,1,2,83.33045682336036
12,2023112302,2256,DK Metcalf,SEA,SF,I,38,GO,13:27,1,2,82.48263894793983
12,2023112302,2538,George Kittle,SF,SEA,I,19,CROSS,09:56,3,2,83.33325323067375
12,2023112400,1121,Tyreek Hill,MIA,NYJ,I,5,CROSS,12:30,1,2,81.3460503857041
12,2023112400,2007,Tyreek Hill,MIA,NYJ,IN,6,CROSS,00:09,3,2,50.51581910162328
12,2023112400,829,Durham Smythe,MIA,NYJ,I,1,CROSS,01:33,3,2,80.94866008323892
12,2023112600,1526,Juwan Johnson,NO,ATL,I,3,CROSS,08:56,1,2,83.3333308738637
12,2023112600,2005,Keith Smith,ATL,NO,C,3,OUT,01:56,2,2,83.33327660417733
12,2023112600,3292,Drake London,ATL,NO,C,14,HITCH,12:39,1,2,72.23494792484273
12,2023112600,4004,Lynn Bowden,NO,ATL,I,19,GO,01:42,2,2,82.6411274167172
12,2023112600,614,Drake London,ATL,NO,C,24,POST,07:06,1,2,76.83552985933694
12,2023112600,728,Juwan Johnson,NO,ATL,C,19,CROSS,05:03,1,2,62.72855150904687
12,2023112601,1218,Diontae Johnson,PIT,CIN,I,4,HITCH,08:27,3,2,81.95906916473862
12,2023112601,1364,Pat Freiermuth,PIT,CIN,C,6,OUT,06:25,1,2,83.33333326504882
12,2023112601,1566,Ja'Marr Chase,CIN,PIT,I,6,IN,02:00,1,2,83.27523789176506
12,2023112601,2883,George Pickens,PIT,CIN,I,27,GO,12:38,2,2,83.32331830710483
12,2023112601,3510,Andrei Iosivas,CIN,PIT,I,24,GO,02:40,1,2,83.12780904202742
12,2023112601,3533,Tyler Boyd,CIN,PIT,C,8,HITCH,02:33,2,2,83.33333333296217
12,2023112602,1805,Tank Dell,HOU,JAX,C,1,CROSS,00:42,1,2,83.33333333333309
12,2023112602,3605,Robert Woods,HOU,JAX,I,10,HITCH,07:05,1,2,83.21494557093246
12,2023112602,3660,Dameon Pierce,HOU,JAX,C,4,ANGLE,06:31,1,2,83.31977215605994
12,2023112602,3831,Luke Farrell,JAX,HOU,I,11,CROSS,03:17,2,2,82.99600920015237
12,2023112602,80,Andrew Beck,HOU,JAX,C,0,FLAT,14:34,1,2,82.88124888360895
12,2023112603,1566,Michael Pittman,IND,TB,I,6,SLANT,07:22,1,2,49.46032974148111
12,2023112603,1667,Payne Durham,TB,IND,C,9,FLAT,05:55,2,2,82.56850438293965
12,2023112603,174,Mike Evans,TB,IND,I,30,GO,11:29,1,2,80.56588508747316
12,2023112603,1767,Michael Pittman,IND,TB,I,15,HITCH,05:08,1,2,82.69484787270532
12,2023112603,1809,Josh Downs,IND,TB,I,6,HITCH,04:58,2,2,83.24998164980134
12,2023112603,444,Chris Godwin Jr.,TB,IND,I,3,CORNER,07:36,3,2,79.33999660025242
12,2023112603,607,Alec Pierce,IND,TB,C,6,IN,06:08,1,2,83.29877164553756
12,2023112604,2581,Jalin Hyatt,NYG,NE,C,41,GO,06:40,3,2,83.1050746459404
12,2023112604,2983,Darius Slayton,NYG,NE,I,17,GO,15:00,2,2,70.27111954385893
12,2023112604,3159,JuJu Smith-Schuster,NE,NYG,IN,15,CROSS,12:40,1,2,74.44330097945908
12,2023112604,950,DeMario Douglas,NE,NYG,IN,22,CROSS,00:09,2,4,100
12,2023112605,878,Adam Thielen,CAR,TEN,I,17,IN,13:34,1,2,59.63420955059671
12,2023112606,1658,Marquise Brown,ARI,LA,C,5,HITCH,03:05,2,3,100
12,2023112606,2046,Puka Nacua,LA,ARI,IN,9,IN,00:21,2,2,72.21292669780446
12,2023112606,2475,Marquise Brown,ARI,LA,I,9,SLANT,13:00,1,2,83.3333333331676
12,2023112606,3404,Greg Dortch,ARI,LA,I,11,HITCH,12:09,2,2,70.2892358245177
12,2023112606,3860,Trey McBride,ARI,LA,C,3,OUT,06:01,2,2,62.606680861475795
12,2023112606,942,Marquise Brown,ARI,LA,I,10,SLANT,00:33,1,2,66.13620372879554
12,2023112607,107,Amari Cooper,CLE,DEN,I,5,CROSS,13:50,3,2,65.60523238851725
12,2023112607,1641,Jerome Ford,CLE,DEN,I,6,HITCH,06:07,3,2,64.76531056883073
12,2023112607,1984,Jerome Ford,CLE,DEN,I,-1,FLAT,02:39,1,2,83.19492231794443
12,2023112608,173,Jakobi Meyers,LV,KC,C,4,HITCH,11:37,3,2,83.31777900103579
12,2023112608,3033,Noah Gray,KC,LV,C,5,HITCH,08:25,2,2,71.36164473826234
12,2023112608,332,Travis Kelce,KC,LV,I,16,HITCH,08:51,2,2,83.33333332965458
12,2023112608,463,Jakobi Meyers,LV,KC,C,15,GO,07:23,3,2,82.78534675205495
12,2023112609,1007,Latavius Murray,BUF,PHI,C,3,ANGLE,01:06,1,2,77.33356782173169
12,2023112609,2002,Gabe Davis,BUF,PHI,I,9,HITCH,02:10,1,2,83.06535439754866
12,2023112609,2513,Stefon Diggs,BUF,PHI,C,13,CROSS,00:21,3,2,79.49560468328967
12,2023112609,2845,Latavius Murray,BUF,PHI,I,1,ANGLE,10:49,1,2,82.76141513095973
12,2023112609,3631,Stefon Diggs,BUF,PHI,IN,2,OUT,12:52,2,2,79.20319806405807
12,2023112609,580,Gabe Davis,BUF,PHI,I,22,HITCH,06:50,3,2,83.00139868120185
12,2023112610,1830,Keenan Allen,LAC,BAL,C,9,HITCH,00:55,2,2,83.33326636827859
12,2023112610,1979,Rashod Bateman,BAL,LAC,I,21,OUT,00:08,4,2,83.04039648593464
12,2023112610,2354,Quentin Johnston,LAC,BAL,I,5,HITCH,10:09,3,2,76.28761173492906
12,2023112610,2865,Quentin Johnston,LAC,BAL,I,12,HITCH,02:22,2,2,83.33329305264512
12,2023112610,3724,Zay Flowers,BAL,LAC,C,-3,SCREEN,06:30,1,2,83.33333333329573
12,2023112610,710,Jalen Guyton,LAC,BAL,I,27,POST,02:18,3,2,77.45737520493205
12,2023112700,1011,Darnell Mooney,CHI,MIN,I,26,HITCH,10:46,3,2,83.30630475585359
12,2023112700,1705,Brandon Powell,MIN,CHI,C,26,GO,01:12,2,2,81.3677531375662
12,2023112700,2491,Jordan Addison,MIN,CHI,C,5,HITCH,04:09,2,2,83.33143841943172
12,2023112700,2541,K.J. Osborn,MIN,CHI,IN,13,IN,02:46,4,2,65.75392640581505
13,2023113000,1368,CeeDee Lamb,DAL,SEA,I,7,CROSS,11:46,1,2,83.31295431212983
13,2023113000,263,Jake Ferguson,DAL,SEA,I,12,CORNER,11:10,2,2,82.74017948662473
13,2023113000,4021,CeeDee Lamb,DAL,SEA,I,19,POST,11:31,3,2,77.63891018561324
13,2023113000,4523,Jake Ferguson,DAL,SEA,C,12,WHEEL,04:41,2,2,83.33210456408062
13,2023120300,1247,Gerald Everett,LAC,NE,I,15,GO,09:22,2,2,82.93448376758305
